Type,Key,Default,Translation,Character Limit
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[2].title,Would you draw a picture for 10 Kin?,Tiraria uma foto por 10 Kin?,38
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[2].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[2].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[2].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[2].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[3].title,Would you do yoga for 15 Kin?,Você faria yoga por 15 Kin?,38
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[3].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[3].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[3].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:O3rSzVsKLndOYeIOl5XAS:content:pages[3].question.answers[3],Not at all likely,Nada provável,22
quiz,offer:ObcXsXZAQzRncIMqSHtag:title,Take a quiz,Faça um teste,14
quiz,offer:ObcXsXZAQzRncIMqSHtag:description,Groups #2,Grupos n.º2,18
quiz,offer:ObcXsXZAQzRncIMqSHtag:orderTitle,Quiz,Teste,8
quiz,offer:ObcXsXZAQzRncIMqSHtag:orderDescription,Completed,Concluído,24
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[0].description,A group of rhinoceroses is called a...,Um grupo de rinocerontes é chamado de...,66
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[0].question.answers[0],Prickle,Picada,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[0].question.answers[1],Crash,Batida,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[0].question.answers[2],Scurry,Corrida,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[0].question.answers[3],Mob,Manada,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[1].description,A group of hippopotamuses is called...,Um grupo de hipopótamos é chamado de...,66
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[1].question.answers[0],Troop,Manada,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[1].question.answers[1],Maelstrom,Turbilhão,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[1].question.answers[2],Thunder,Trovoada,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[1].question.answers[3],Pandemonium,Pandemônio,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[2].description,A group of elephants is called a...,Um grupo de elefantes é chamado de...,66
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[2].question.answers[0],Parade,Parada,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[2].question.answers[1],Parliament,Assembleia,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[2].question.answers[2],Gang,Gangue,22
quiz,offer_contents:ObcXsXZAQzRncIMqSHtag:content:pages[2].question.answers[3],Swarm,Manada,22
quiz,offer:OjiyKsOuQbizir1jfq0G4:title,Take a quiz,Faça um teste,14
quiz,offer:OjiyKsOuQbizir1jfq0G4:description,Groups,Grupos,18
quiz,offer:OjiyKsOuQbizir1jfq0G4:orderTitle,Quiz,Teste,8
quiz,offer:OjiyKsOuQbizir1jfq0G4:orderDescription,Completed,Concluído,24
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[0].description,A group of lobsters is called...,Um grupo de lagostas é chamado de...,66
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[0].question.answers[0],An intrusion,Intrusão,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[0].question.answers[1],A bed,Ninho,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[0].question.answers[2],An audience,Audiência,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[0].question.answers[3],A risk,Um risco,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[1].description,A group of gorillas is called...,Um grupo de gorilas é chamado de...,66
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[1].question.answers[0],An ambush,Emboscada,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[1].question.answers[1],A parade,Parada,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[1].question.answers[2],An army,Exército,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[1].question.answers[3],A band,Bando,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[2].description,A group of lemurs is called...,Um grupo de lêmures é chamado de...,66
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[2].question.answers[0],An obstinacy,Teimosia,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[2].question.answers[1],A business,Negócio,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[2].question.answers[2],An exaltation,Exaltação,22
quiz,offer_contents:OjiyKsOuQbizir1jfq0G4:content:pages[2].question.answers[3],A conspiracy,Conspiração,22
quiz,offer:OxqnFHGxg4lLBA7WhdFML:title,Take a quiz,Faça um teste,14
quiz,offer:OxqnFHGxg4lLBA7WhdFML:description,Platypus,Ornitorrinco,18
quiz,offer:OxqnFHGxg4lLBA7WhdFML:orderTitle,Quiz,Teste,8
quiz,offer:OxqnFHGxg4lLBA7WhdFML:orderDescription,Completed,Concluído,24
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[0].description,The platypus is classified as a...,O ornitorrinco é classificado como um...,66
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[0].question.answers[0],Amphibian,Anfíbio,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[0].question.answers[1],Bird,Pássaro,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[0].question.answers[2],Reptile,Réptil,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[0].question.answers[3],Mammal,Mamífero,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[1].description,The platypus is native to which country?,O ornitorrinco é nativo em qual país?,66
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[1].question.answers[0],Australia,Austrália,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[1].question.answers[1],Austria,Áustria,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[1].question.answers[2],Indonesia,Indonésia,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[1].question.answers[3],New Zealand,Nova Zelândia,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[2].description,The plural form of platypus is?,O plural de ornitorrinco é...,66
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[2].question.answers[0],Platypus,Ornitorrinco,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[2].question.answers[1],Platypuses,Ornitorrincos,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[2].question.answers[2],Platypi,Ornitorrincus,22
quiz,offer_contents:OxqnFHGxg4lLBA7WhdFML:content:pages[2].question.answers[3],Platypeese,Ornotorrinquos,22
quiz,offer:OCBWlyOvUUoYEw4LCAPw7:title,Take a quiz,Faça um teste,14
quiz,offer:OCBWlyOvUUoYEw4LCAPw7:description,General #5,Geral n.º 5,18
quiz,offer:OCBWlyOvUUoYEw4LCAPw7:orderTitle,Quiz,Teste,8
quiz,offer:OCBWlyOvUUoYEw4LCAPw7:orderDescription,Completed,Concluído,24
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[0].description,Which Beatle has the real name of Richard Starkey?,Qual Beatle tem o nome real de Richard Starkey?,66
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[0].question.answers[0],George Harrison,George Harrison,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[0].question.answers[1],John Lennon,John Lennon,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[0].question.answers[2],Paul McCartney,Paul McCartney,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[0].question.answers[3],Ringo Starr,Ringo Starr,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[1].description,Pigs are used to sniff out which delicacy in some parts of France?,Porcos são usados p farejar qual iguaria em partes da França?,66
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[1].question.answers[0],Vanilla bean,Fava de baunilha,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[1].question.answers[1],Truffles,Trufas,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[1].question.answers[2],Saffron,Açafrão,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[1].question.answers[3],Green ruffles,Folhas verdes,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[2].description,In which sport do teams compete for the Stanley Cup?,Em qual esporte as equipes competem pela Copa Stanley?,66
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[2].question.answers[0],Golf,Golfe,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[2].question.answers[1],Rugby,Rúgbi,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[2].question.answers[2],Hockey,Hóquei,22
quiz,offer_contents:OCBWlyOvUUoYEw4LCAPw7:content:pages[2].question.answers[3],Tennis,Tênis,22
quiz,offer:O5dMfTNlm57Be79HJeWKT:title,Take a quiz,Faça um teste,14
quiz,offer:O5dMfTNlm57Be79HJeWKT:description,Film & TV #2,Filme e TV nº 2,18
quiz,offer:O5dMfTNlm57Be79HJeWKT:orderTitle,Quiz,Teste,8
quiz,offer:O5dMfTNlm57Be79HJeWKT:orderDescription,Completed,Concluído,24
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[0].description,Who played Batman in the 1992 film `Batman Returns`?,"Quem interpretou Batman no filme de 1992 “Batman - O Retorno""?",66
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[0].question.answers[0],George Clooney,George Clooney,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[0].question.answers[1],Christian Bale,Christian Bale,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[0].question.answers[2],Michael Keaton,Michael Keaton,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[0].question.answers[3],Adam West,Adam West,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[1].description,Which famous Hollywood actor was buried in his Dracula costume?,Ql famoso ator d Hollywood foi enterrado em seu traje d Drácula?,66
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[1].question.answers[0],Bela Lugosi,Bela Lugosi,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[1].question.answers[1],Christopher Lee,Christopher Lee,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[1].question.answers[2],Frank Langella,Frank Langella,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[1].question.answers[3],Gerard Butler,Gerard Butler,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[2].description,What is the longest running TV show?,Qual é o programa de TV mais antigo?,66
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[2].question.answers[0],Magnum P.I.,Magnum P.I.,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[2].question.answers[1],Law & Order,Law & Order,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[2].question.answers[2],The Simpsons,The Simpsons,22
quiz,offer_contents:O5dMfTNlm57Be79HJeWKT:content:pages[2].question.answers[3],Gunsmoke,Gunsmoke,22
quiz,offer:OVsIRPzSxb6WUAcIplGqh:title,Take a quiz,Faça um teste,14
quiz,offer:OVsIRPzSxb6WUAcIplGqh:description,Architecture,Arquitetura,18
quiz,offer:OVsIRPzSxb6WUAcIplGqh:orderTitle,Quiz,Teste,8
quiz,offer:OVsIRPzSxb6WUAcIplGqh:orderDescription,Completed,Concluído,24
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[0].description,What is the tallest building in the world?,Qual é o edifício mais alto do mundo?,66
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[0].question.answers[0],Shanghai Tower,Shanghai Tower,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[0].question.answers[1],Burj Khalifa,Burj Khalifa,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[0].question.answers[2],Empire State Building,Empire State Building,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[0].question.answers[3],Makkah Clock Tower,Makkah Clock Tower,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[1].description,When did the Sagrada Familia start being constructed?,Quando a Sagrada Família começou a ser construída?,66
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[1].question.answers[0],1882,1882,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[1].question.answers[1],1926,1926,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[1].question.answers[2],1856,1856,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[1].question.answers[3],1701,1701,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[2].description,When is it estimated to be finished?,Qual o prazo estimado para o fim das obras?,66
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[2].question.answers[0],2019,2019,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[2].question.answers[1],2021,2021,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[2].question.answers[2],2024,2024,22
quiz,offer_contents:OVsIRPzSxb6WUAcIplGqh:content:pages[2].question.answers[3],2026,2026,22
quiz,offer:OiVxFbaSeETF63ipKDLC4:title,Take a quiz,Faça um teste,14
quiz,offer:OiVxFbaSeETF63ipKDLC4:description,Olympics,Olimpíadas,18
quiz,offer:OiVxFbaSeETF63ipKDLC4:orderTitle,Quiz,Teste,8
quiz,offer:OiVxFbaSeETF63ipKDLC4:orderDescription,Completed,Concluído,24
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[0].description,Where will the 2022 Winter Olympics be held?,Onde os Jogos Olímpicos de Inverno de 2022 serão realizados?,66
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[0].question.answers[0],Sochi,Sochi,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[0].question.answers[1],Beijing,Pequim,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[0].question.answers[2],Osaka,Osaka,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[0].question.answers[3],Toronto,Toronto,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[1].description,Where did the Olympic Games originate from?,De onde os Jogos Olímpicos se originaram?,66
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[1].question.answers[0],Constantinople,Constantinopla,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[1].question.answers[1],Rome,Roma,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[1].question.answers[2],Greece,Grécia,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[1].question.answers[3],Sparta,Esparta,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[2].description,Who has won the most Olympic gold medals?,Quem ganhou mais medalhas de ouro olímpicas?,66
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[2].question.answers[0],Michael Phelps,Michael Phelps,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[2].question.answers[1],Larisa Latynina,Larisa Latynina,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[2].question.answers[2],Carl Lewis,Carl Lewis,22
quiz,offer_contents:OiVxFbaSeETF63ipKDLC4:content:pages[2].question.answers[3],Usain Bolt,Usain Bolt,22
poll,offer:O9INQZrL8BSfOgnjo5a5Q:title,Budgeting,Orçamentação,14
poll,offer:O9INQZrL8BSfOgnjo5a5Q:description,Answer a poll,Responder enquete,18
poll,offer:O9INQZrL8BSfOgnjo5a5Q:orderTitle,Poll,Enquete,8
poll,offer:O9INQZrL8BSfOgnjo5a5Q:orderDescription,Completed,Concluído,24
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[0].title,How do you save your money?,Como você economiza seu dinheiro?,38
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[0].question.answers[0],I don't,Não economizo,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[0].question.answers[1],I use an app,Uso um aplicativo,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[0].question.answers[2],Piggy bank,Cofrinho,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[0].question.answers[3],Bury in the backyard,Enterro no quintal,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[1].title,What do you save your money for?,Para que você economiza seu dinheiro?,38
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[1].question.answers[0],Vacation,Férias,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[1].question.answers[1],Clothes,Roupas,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[1].question.answers[2],Gadgets,Gadgets,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[1].question.answers[3],Tuition,Educação,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[2].title,Where do spend most of your money now?,A maior parte d seu dinheiro é gasta..,38
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[2].question.answers[0],On rent,Com aluguel,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[2].question.answers[1],On tuition,Com educação,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[2].question.answers[2],Shopping,Compras,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[2].question.answers[3],No money to spend...,Sem dinheiro p gastar,22
poll,offer_contents:O9INQZrL8BSfOgnjo5a5Q:content:pages[3].title,If I had a million dollars right now,Se eu tivesse um milhão de dólares agora,
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[1].title,What is a good work life balance?,Harmonia ideal entre vida e profissão?,38
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[1].question.answers[0],50/50,50/50,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[1].question.answers[1],30/70,30/70,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[1].question.answers[2],60/40,60/40,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[1].question.answers[3],���-90,���-90,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[2].title,Is the weekend too short?,O fim de semana é muito curto?,38
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[2].question.answers[0],Yes,Sim,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[2].question.answers[1],Yeah,Sim,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[2].question.answers[2],For sure!,Com certeza!,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[2].question.answers[3],I rather be at work,Prefiro trabalhar,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[3].title,What should be the legal age to work?,Ql seria a idade legal para trabalhar?,38
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[3].question.answers[0],12,12,22
poll,offer_contents:O4WlGaNHTTzJ9pGT7YIc7:content:pages[3].question.answers[1],14,14,22
